userName,content,score,at,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
Ratih,"minn ko daftar akun di pinterest udah smpe 1 tahunan gitu tuh akun, tp ko skrg malah di banned ya min? pdhl ga ngelakuin kesalahan apapun, aneh banget pinterest dri dulu, ga waras bgt main banned akun org tanpa penjelasan, gedeg gua main ginian bkin sakit hati doang mnyt, mana tuh akun kesayangan gua folls ny udah bnyk, min balikin akun gua ga sedih banget woilah😞😞",1,2025-03-11 08:00:37,minn ko daftar akun di pinterest udah smpe  tahunan gitu tuh akun tp ko skrg malah di banned ya min pdhl ga ngelakuin kesalahan apapun aneh banget pinterest dri dulu ga waras bgt main banned akun org tanpa penjelasan gedeg gua main ginian bkin sakit hati doang mnyt mana tuh akun kesayangan gua folls ny udah bnyk min balikin akun gua ga sedih banget woilah,minn ko daftar akun di pinterest udah smpe  tahunan gitu tuh akun tp ko skrg malah di banned ya min pdhl ga ngelakuin kesalahan apapun aneh banget pinterest dri dulu ga waras bgt main banned akun org tanpa penjelasan gedeg gua main ginian bkin sakit hati doang mnyt mana tuh akun kesayangan gua folls ny udah bnyk min balikin akun gua ga sedih banget woilah,minn kok daftar akun di pinterest sudah sampai tahunan begitu tuh akun tapi kok sekarang malah di banned ya min padahal tidak melakukan kesalahan apapun aneh banget pinterest dari dulu tidak waras banget main banned akun orang tanpa penjelasan gedek gua main beginian bikin sakit hati doang mnyt mana tuh akun kesayangan gua folls nya sudah banyak min balikin akun gua tidak sedih banget woilah,"['minn', 'kok', 'daftar', 'akun', 'di', 'pinterest', 'sudah', 'sampai', 'tahunan', 'begitu', 'tuh', 'akun', 'tapi', 'kok', 'sekarang', 'malah', 'di', 'banned', 'ya', 'min', 'padahal', 'tidak', 'melakukan', 'kesalahan', 'apapun', 'aneh', 'banget', 'pinterest', 'dari', 'dulu', 'tidak', 'waras', 'banget', 'main', 'banned', 'akun', 'orang', 'tanpa', 'penjelasan', 'gedek', 'gua', 'main', 'beginian', 'bikin', 'sakit', 'hati', 'doang', 'mnyt', 'mana', 'tuh', 'akun', 'kesayangan', 'gua', 'folls', 'nya', 'sudah', 'banyak', 'min', 'balikin', 'akun', 'gua', 'tidak', 'sedih', 'banget', 'woilah']","['minn', 'daftar', 'akun', 'pinterest', 'tahunan', 'tuh', 'akun', 'banned', 'ya', 'min', 'kesalahan', 'apapun', 'aneh', 'banget', 'pinterest', 'waras', 'banget', 'main', 'banned', 'akun', 'orang', 'penjelasan', 'gedek', 'gua', 'main', 'bikin', 'sakit', 'hati', 'doang', 'mnyt', 'tuh', 'akun', 'kesayangan', 'gua', 'folls', 'nya', 'min', 'balikin', 'akun', 'gua', 'sedih', 'banget', 'woilah']",minn daftar akun pinterest tahun tuh akun banned ya min salah apa aneh banget pinterest waras banget main banned akun orang jelas gedek gua main bikin sakit hati doang mnyt tuh akun sayang gua folls nya min balikin akun gua sedih banget woilah
Zuhudan,love uu broo,5,2025-03-11 05:57:16,love uu broo,love uu broo,love uu broo,"['love', 'uu', 'broo']","['love', 'uu', 'broo']",love uu broo
MY Family8,login nya susah ( ͡°Ĺ̯ ͡° ),1,2025-03-11 04:26:32,login nya susah  Ĺ  ,login nya susah  ĺ  ,login ya susah ĺ,"['login', 'ya', 'susah', 'ĺ']","['login', 'ya', 'susah', 'ĺ']",login ya susah 
Andy Fahrizal,Bagus untuk saya download sekarang juga ya dijamin suka deh plis pokoknya harus download pinterest dada plis download sekarang pinterest dada,5,2025-03-11 04:23:05,Bagus untuk saya download sekarang juga ya dijamin suka deh plis pokoknya harus download pinterest dada plis download sekarang pinterest dada,bagus untuk saya download sekarang juga ya dijamin suka deh plis pokoknya harus download pinterest dada plis download sekarang pinterest dada,bagus untuk saya download sekarang juga ya dijamin suka deh plis pokoknya harus download pinterest dada plis download sekarang pinterest dada,"['bagus', 'untuk', 'saya', 'download', 'sekarang', 'juga', 'ya', 'dijamin', 'suka', 'deh', 'plis', 'pokoknya', 'harus', 'download', 'pinterest', 'dada', 'plis', 'download', 'sekarang', 'pinterest', 'dada']","['bagus', 'download', 'ya', 'dijamin', 'suka', 'deh', 'plis', 'pokoknya', 'download', 'pinterest', 'dada', 'plis', 'download', 'pinterest', 'dada']",bagus download ya jamin suka deh plis pokok download pinterest dada plis download pinterest dada
Marselina Ratu Tibo,aplikasi ini sangat bagus untuk saya karena ada begitu banyak ide-ide kreatif yang baru,5,2025-03-11 04:20:01,aplikasi ini sangat bagus untuk saya karena ada begitu banyak ideide kreatif yang baru,aplikasi ini sangat bagus untuk saya karena ada begitu banyak ideide kreatif yang baru,aplikasi ini sangat bagus untuk saya karena ada begitu banyak ideide kreatif yang baru,"['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'saya', 'karena', 'ada', 'begitu', 'banyak', 'ideide', 'kreatif', 'yang', 'baru']","['aplikasi', 'bagus', 'ideide', 'kreatif']",aplikasi bagus ideide kreatif
Dimas Adji,"Aplikasi Pinterest ini Rekomendet Banget. 1M.,⭐👈🥰👍 for you i Like.",5,2025-03-11 03:57:12,Aplikasi Pinterest ini Rekomendet Banget M for you i Like,aplikasi pinterest ini rekomendet banget m for you i like,aplikasi pinterest ini rekomendet banget sama for you i like,"['aplikasi', 'pinterest', 'ini', 'rekomendet', 'banget', 'sama', 'for', 'you', 'i', 'like']","['aplikasi', 'pinterest', 'rekomendet', 'banget', 'for', 'you', 'i', 'like']",aplikasi pinterest rekomendet banget for you i like
Aira Khanza,bagus bisa buat simpan foto,5,2025-03-11 03:53:14,bagus bisa buat simpan foto,bagus bisa buat simpan foto,bagus bisa buat simpan foto,"['bagus', 'bisa', 'buat', 'simpan', 'foto']","['bagus', 'simpan', 'foto']",bagus simpan foto
Firdaa,Jangan di tanya lagi udh bagus dan cuantik apl nya,5,2025-03-11 03:45:25,Jangan di tanya lagi udh bagus dan cuantik apl nya,jangan di tanya lagi udh bagus dan cuantik apl nya,jangan di tanya lagi sudah bagus dan cantik apl ya,"['jangan', 'di', 'tanya', 'lagi', 'sudah', 'bagus', 'dan', 'cantik', 'apl', 'ya']","['bagus', 'cantik', 'apl', 'ya']",bagus cantik apl ya
Badroni Blitar,Bagus!,5,2025-03-11 02:09:09,Bagus,bagus,bagus,['bagus'],['bagus'],bagus
Takdir Muliono,Adakah orang orang yang di latar belakang yang mengusirku!,4,2025-03-11 01:22:20,Adakah orang orang yang di latar belakang yang mengusirku,adakah orang orang yang di latar belakang yang mengusirku,adakah orang orang yang di latar belakang yang mengusirku,"['adakah', 'orang', 'orang', 'yang', 'di', 'latar', 'belakang', 'yang', 'mengusirku']","['adakah', 'orang', 'orang', 'latar', 'mengusirku']",ada orang orang latar usir
KusmanTo,"Apa ini sangat megecewakan saya tidak bisa masuk karena masukan tanggal lahir padahal sudah di isi dengan benar sangat"" mengecewakan",1,2025-03-11 00:58:20,Apa ini sangat megecewakan saya tidak bisa masuk karena masukan tanggal lahir padahal sudah di isi dengan benar sangat mengecewakan,apa ini sangat megecewakan saya tidak bisa masuk karena masukan tanggal lahir padahal sudah di isi dengan benar sangat mengecewakan,apa ini sangat megecewakan saya tidak bisa masuk karena masukan tanggal lahir padahal sudah di isi dengan benar sangat mengecewakan,"['apa', 'ini', 'sangat', 'megecewakan', 'saya', 'tidak', 'bisa', 'masuk', 'karena', 'masukan', 'tanggal', 'lahir', 'padahal', 'sudah', 'di', 'isi', 'dengan', 'benar', 'sangat', 'mengecewakan']","['megecewakan', 'masuk', 'masukan', 'tanggal', 'lahir', 'isi', 'mengecewakan']",megecewakan masuk masuk tanggal lahir isi kecewa
Raden Samiaji,cukup menarik untuk menambah inspirasi dalam menjalani kehidupan ini.,5,2025-03-10 22:59:22,cukup menarik untuk menambah inspirasi dalam menjalani kehidupan ini,cukup menarik untuk menambah inspirasi dalam menjalani kehidupan ini,cukup menarik untuk menambah inspirasi dalam menjalani kehidupan ini,"['cukup', 'menarik', 'untuk', 'menambah', 'inspirasi', 'dalam', 'menjalani', 'kehidupan', 'ini']","['menarik', 'menambah', 'inspirasi', 'menjalani', 'kehidupan']",tarik tambah inspirasi jalan hidup
Bemby Permana,Sangat bagus dan mudah di fahami cuma gak bisa simpan video,5,2025-03-10 22:52:22,Sangat bagus dan mudah di fahami cuma gak bisa simpan video,sangat bagus dan mudah di fahami cuma gak bisa simpan video,sangat bagus dan mudah di fahami cuma tidak bisa simpan video,"['sangat', 'bagus', 'dan', 'mudah', 'di', 'fahami', 'cuma', 'tidak', 'bisa', 'simpan', 'video']","['bagus', 'mudah', 'fahami', 'simpan', 'video']",bagus mudah fahami simpan video
Sontoriyan sontoriyan,"Apk ini sangat membatu sekali karena lengkap temanya lg tanpa bnyk iklan,,, sangat krenn",5,2025-03-10 22:27:39,Apk ini sangat membatu sekali karena lengkap temanya lg tanpa bnyk iklan sangat krenn,apk ini sangat membatu sekali karena lengkap temanya lg tanpa bnyk iklan sangat krenn,apk ini sangat membatu sekali karena lengkap temanya lagi tanpa banyak iklan sangat keren,"['apk', 'ini', 'sangat', 'membatu', 'sekali', 'karena', 'lengkap', 'temanya', 'lagi', 'tanpa', 'banyak', 'iklan', 'sangat', 'keren']","['apk', 'membatu', 'lengkap', 'temanya', 'iklan', 'keren']",apk batu lengkap tema iklan keren
Zikwan Amirul,Wow,5,2025-03-10 16:47:52,Wow,wow,wow,['wow'],['wow'],wow
Nazila Yufa,bagus banget aku suka,5,2025-03-10 15:48:09,bagus banget aku suka,bagus banget aku suka,bagus banget aku suka,"['bagus', 'banget', 'aku', 'suka']","['bagus', 'banget', 'suka']",bagus banget suka
Vyeriiin,"This application so good, but i want update like 2 years ago cause that make upload a multiple photos and more photos not changed turn video's like now i guess i don't like it",4,2025-03-10 15:40:42,This application so good but i want update like  years ago cause that make upload a multiple photos and more photos not changed turn videos like now i guess i dont like it,this application so good but i want update like  years ago cause that make upload a multiple photos and more photos not changed turn videos like now i guess i dont like it,this application sok good but i want update like years ago cause that memakai upload a multiple photos and more photos not changed turn videos like now i guess i dont like itu,"['this', 'application', 'sok', 'good', 'but', 'i', 'want', 'update', 'like', 'years', 'ago', 'cause', 'that', 'memakai', 'upload', 'a', 'multiple', 'photos', 'and', 'more', 'photos', 'not', 'changed', 'turn', 'videos', 'like', 'now', 'i', 'guess', 'i', 'dont', 'like', 'itu']","['this', 'application', 'sok', 'good', 'but', 'i', 'want', 'update', 'like', 'years', 'ago', 'cause', 'that', 'memakai', 'upload', 'a', 'multiple', 'photos', 'and', 'more', 'photos', 'not', 'changed', 'turn', 'videos', 'like', 'now', 'i', 'guess', 'i', 'dont', 'like']",this application sok good but i want update like years ago cause that pakai upload a multiple photos and more photos not changed turn videos like now i guess i dont like
Eriza Yuu,"Sudah update, kenapa tidak bisa upload foto? 😭😭 Yang keluar tulisan 'mengambil aset anda' terus. Tim Pinterest, Tolong dong solusinya 🙏🏻🙏🏻",5,2025-03-10 15:17:34,Sudah update kenapa tidak bisa upload foto  Yang keluar tulisan mengambil aset anda terus Tim Pinterest Tolong dong solusinya ,sudah update kenapa tidak bisa upload foto  yang keluar tulisan mengambil aset anda terus tim pinterest tolong dong solusinya ,sudah update kenapa tidak bisa upload foto yang keluar tulisan mengambil aset anda terus tim pinterest tolong dong solusinya,"['sudah', 'update', 'kenapa', 'tidak', 'bisa', 'upload', 'foto', 'yang', 'keluar', 'tulisan', 'mengambil', 'aset', 'anda', 'terus', 'tim', 'pinterest', 'tolong', 'dong', 'solusinya']","['update', 'upload', 'foto', 'tulisan', 'mengambil', 'aset', 'tim', 'pinterest', 'tolong', 'solusinya']",update upload foto tulis ambil aset tim pinterest tolong solusi
Darwati,Bagus banyak hal yang aku dapatkan seperti gambar gambar Hingga video,5,2025-03-10 14:43:25,Bagus banyak hal yang aku dapatkan seperti gambar gambar Hingga video,bagus banyak hal yang aku dapatkan seperti gambar gambar hingga video,bagus banyak hal yang aku dapatkan seperti gambar gambar hingga video,"['bagus', 'banyak', 'hal', 'yang', 'aku', 'dapatkan', 'seperti', 'gambar', 'gambar', 'hingga', 'video']","['bagus', 'dapatkan', 'gambar', 'gambar', 'video']",bagus dapat gambar gambar video
Naomi Bianca,apalikasi yang sangat bagus jika sedang kesulitan mencari ide dan juga reverensi dan juga aplikasi ini menyesuaikan isinya dengan apa yang kita lihat.,5,2025-03-10 14:05:55,apalikasi yang sangat bagus jika sedang kesulitan mencari ide dan juga reverensi dan juga aplikasi ini menyesuaikan isinya dengan apa yang kita lihat,apalikasi yang sangat bagus jika sedang kesulitan mencari ide dan juga reverensi dan juga aplikasi ini menyesuaikan isinya dengan apa yang kita lihat,apalikasi yang sangat bagus jika sedang kesulitan mencari ide dan juga reverensi dan juga aplikasi ini menyesuaikan isinya dengan apa yang kita lihat,"['apalikasi', 'yang', 'sangat', 'bagus', 'jika', 'sedang', 'kesulitan', 'mencari', 'ide', 'dan', 'juga', 'reverensi', 'dan', 'juga', 'aplikasi', 'ini', 'menyesuaikan', 'isinya', 'dengan', 'apa', 'yang', 'kita', 'lihat']","['apalikasi', 'bagus', 'kesulitan', 'mencari', 'ide', 'reverensi', 'aplikasi', 'menyesuaikan', 'isinya', 'lihat']",apalikasi bagus sulit cari ide reverensi aplikasi sesuai isi lihat
Nina Martini,Aku jadi bisa download gambar sepuasnya tanpa bayar dan tanpa menunggu waktu lama wajib buat di download asik banget di sini sampai aku nemu gambar yang buat stiker itu aku print jadiin stiker jadi aku punya banyak uang buat beli yang aku mau ini aplikasi aku rekomendasiin buat kalian ya👍🏻,5,2025-03-10 13:33:45,Aku jadi bisa download gambar sepuasnya tanpa bayar dan tanpa menunggu waktu lama wajib buat di download asik banget di sini sampai aku nemu gambar yang buat stiker itu aku print jadiin stiker jadi aku punya banyak uang buat beli yang aku mau ini aplikasi aku rekomendasiin buat kalian ya,aku jadi bisa download gambar sepuasnya tanpa bayar dan tanpa menunggu waktu lama wajib buat di download asik banget di sini sampai aku nemu gambar yang buat stiker itu aku print jadiin stiker jadi aku punya banyak uang buat beli yang aku mau ini aplikasi aku rekomendasiin buat kalian ya,aku jadi bisa download gambar sepuasnya tanpa bayar dan tanpa menunggu waktu lama wajib buat di download asik banget di sini sampai aku nemu gambar yang buat stiker itu aku print jadikan stiker jadi aku punya banyak uang buat beli yang aku mau ini aplikasi aku rekomendasikan buat kalian ya,"['aku', 'jadi', 'bisa', 'download', 'gambar', 'sepuasnya', 'tanpa', 'bayar', 'dan', 'tanpa', 'menunggu', 'waktu', 'lama', 'wajib', 'buat', 'di', 'download', 'asik', 'banget', 'di', 'sini', 'sampai', 'aku', 'nemu', 'gambar', 'yang', 'buat', 'stiker', 'itu', 'aku', 'print', 'jadikan', 'stiker', 'jadi', 'aku', 'punya', 'banyak', 'uang', 'buat', 'beli', 'yang', 'aku', 'mau', 'ini', 'aplikasi', 'aku', 'rekomendasikan', 'buat', 'kalian', 'ya']","['download', 'gambar', 'sepuasnya', 'bayar', 'menunggu', 'wajib', 'download', 'asik', 'banget', 'nemu', 'gambar', 'stiker', 'print', 'jadikan', 'stiker', 'uang', 'beli', 'aplikasi', 'rekomendasikan', 'ya']",download gambar puas bayar tunggu wajib download asik banget nemu gambar stiker print jadi stiker uang beli aplikasi rekomendasi ya
Jihan Zahirah Salsabilla,"aku post art aku di sini, dan ada yang trace/jiplak gitu. Aku coba report tapi gambarnya gak kunjung di band /hapus gitulah malah katanya gak ada yang salah dengan postingan (si penjiplak art aku tadi) kecewa sih Art aku di jiplak gitu aja giliran di report malah gak bisa. sebenarnya bagus sih aplikasi ini, cuma ya itu aja.",1,2025-03-10 13:12:09,aku post art aku di sini dan ada yang tracejiplak gitu Aku coba report tapi gambarnya gak kunjung di band hapus gitulah malah katanya gak ada yang salah dengan postingan si penjiplak art aku tadi kecewa sih Art aku di jiplak gitu aja giliran di report malah gak bisa sebenarnya bagus sih aplikasi ini cuma ya itu aja,aku post art aku di sini dan ada yang tracejiplak gitu aku coba report tapi gambarnya gak kunjung di band hapus gitulah malah katanya gak ada yang salah dengan postingan si penjiplak art aku tadi kecewa sih art aku di jiplak gitu aja giliran di report malah gak bisa sebenarnya bagus sih aplikasi ini cuma ya itu aja,aku post art aku di sini dan ada yang tracejiplak begitu aku coba report tapi gambarnya tidak kunjung di band hapus begitulah malah katanya tidak ada yang salah dengan postingan sih penjiplak art aku tadi kecewa sih art aku di jiplak begitu saja giliran di report malah tidak bisa sebenarnya bagus sih aplikasi ini cuma ya itu saja,"['aku', 'post', 'art', 'aku', 'di', 'sini', 'dan', 'ada', 'yang', 'tracejiplak', 'begitu', 'aku', 'coba', 'report', 'tapi', 'gambarnya', 'tidak', 'kunjung', 'di', 'band', 'hapus', 'begitulah', 'malah', 'katanya', 'tidak', 'ada', 'yang', 'salah', 'dengan', 'postingan', 'sih', 'penjiplak', 'art', 'aku', 'tadi', 'kecewa', 'sih', 'art', 'aku', 'di', 'jiplak', 'begitu', 'saja', 'giliran', 'di', 'report', 'malah', 'tidak', 'bisa', 'sebenarnya', 'bagus', 'sih', 'aplikasi', 'ini', 'cuma', 'ya', 'itu', 'saja']","['post', 'art', 'tracejiplak', 'coba', 'report', 'gambarnya', 'kunjung', 'band', 'hapus', 'salah', 'postingan', 'sih', 'penjiplak', 'art', 'kecewa', 'sih', 'art', 'jiplak', 'giliran', 'report', 'bagus', 'sih', 'aplikasi', 'ya']",post art tracejiplak coba report gambar kunjung band hapus salah postingan sih jiplak art kecewa sih art jiplak gilir report bagus sih aplikasi ya
Hisyam makhrus,Aku gak bisa masuk,2,2025-03-10 12:28:44,Aku gak bisa masuk,aku gak bisa masuk,aku tidak bisa masuk,"['aku', 'tidak', 'bisa', 'masuk']",['masuk'],masuk
Naomi Salsabila r,Ini game sangat bagussss Aaaaa Aaaaa,5,2025-03-10 12:04:57,Ini game sangat bagussss Aaaaa Aaaaa,ini game sangat bagussss aaaaa aaaaa,ini game sangat bagus aaaaa aaaaa,"['ini', 'game', 'sangat', 'bagus', 'aaaaa', 'aaaaa']","['game', 'bagus', 'aaaaa', 'aaaaa']",game bagus aaaaa aaaaa
Nurul Komaria,Sangat suka,5,2025-03-10 09:46:42,Sangat suka,sangat suka,sangat suka,"['sangat', 'suka']",['suka'],suka
Iswan Sujarwa,Good Job,5,2025-03-10 08:57:23,Good Job,good job,good job,"['good', 'job']","['good', 'job']",good job
Michell Anan,"bagus banget, bisa buat kreasi atau hias hias",5,2025-03-10 08:45:34,bagus banget bisa buat kreasi atau hias hias,bagus banget bisa buat kreasi atau hias hias,bagus banget bisa buat kreasi atau hias hias,"['bagus', 'banget', 'bisa', 'buat', 'kreasi', 'atau', 'hias', 'hias']","['bagus', 'banget', 'kreasi', 'hias', 'hias']",bagus banget kreasi hias hias
Aisyah Nurhasanah,Bagus aja sih,4,2025-03-10 08:25:02,Bagus aja sih,bagus aja sih,bagus saja sih,"['bagus', 'saja', 'sih']","['bagus', 'sih']",bagus sih
erni hesti,GOKIL,5,2025-03-10 08:14:32,GOKIL,gokil,gila,['gila'],['gila'],gila
Aya Sofia,Thanks for beautiful ideas,5,2025-03-10 07:50:52,Thanks for beautiful ideas,thanks for beautiful ideas,thanks for beautiful ideas,"['thanks', 'for', 'beautiful', 'ideas']","['thanks', 'for', 'beautiful', 'ideas']",thanks for beautiful ideas
Vhia 012,"Mohon maaf mau jawab,banyak org bilang tambahin fitur dowload vidio,sebenernnya pinterest itu cuma memberi tahu atau mengkreasi bukan untuk bahan kalian dowload",5,2025-03-10 07:19:19,Mohon maaf mau jawabbanyak org bilang tambahin fitur dowload vidiosebenernnya pinterest itu cuma memberi tahu atau mengkreasi bukan untuk bahan kalian dowload,mohon maaf mau jawabbanyak org bilang tambahin fitur dowload vidiosebenernnya pinterest itu cuma memberi tahu atau mengkreasi bukan untuk bahan kalian dowload,mohon maaf mau jawabbanyak orang bilang tambahkan fitur dowload vidiosebenernnya pinterest itu cuma memberi tahu atau mengkreasi bukan untuk bahan kalian dowload,"['mohon', 'maaf', 'mau', 'jawabbanyak', 'orang', 'bilang', 'tambahkan', 'fitur', 'dowload', 'vidiosebenernnya', 'pinterest', 'itu', 'cuma', 'memberi', 'tahu', 'atau', 'mengkreasi', 'bukan', 'untuk', 'bahan', 'kalian', 'dowload']","['mohon', 'maaf', 'jawabbanyak', 'orang', 'bilang', 'tambahkan', 'fitur', 'dowload', 'vidiosebenernnya', 'pinterest', 'mengkreasi', 'bahan', 'dowload']",mohon maaf jawabbanyak orang bilang tambah fitur dowload vidiosebenernnya pinterest kreasi bahan dowload
Teresa.charis panjaitan,"Pembohong,saya kira ini bisa dipakai ternyata ga bisa,padahal udab nyoba 5x tetep ga bisa,pas di tanggal lahirnya,boleh deh dikit aja",2,2025-03-10 07:07:06,Pembohongsaya kira ini bisa dipakai ternyata ga bisapadahal udab nyoba x tetep ga bisapas di tanggal lahirnyaboleh deh dikit aja,pembohongsaya kira ini bisa dipakai ternyata ga bisapadahal udab nyoba x tetep ga bisapas di tanggal lahirnyaboleh deh dikit aja,pembohongsaya kira ini bisa dipakai ternyata tidak bisapadahal udab mencoba kali tetap tidak bisapas di tanggal lahirnyaboleh deh dikit saja,"['pembohongsaya', 'kira', 'ini', 'bisa', 'dipakai', 'ternyata', 'tidak', 'bisapadahal', 'udab', 'mencoba', 'kali', 'tetap', 'tidak', 'bisapas', 'di', 'tanggal', 'lahirnyaboleh', 'deh', 'dikit', 'saja']","['pembohongsaya', 'dipakai', 'bisapadahal', 'udab', 'mencoba', 'kali', 'bisapas', 'tanggal', 'lahirnyaboleh', 'deh', 'dikit']",pembohongsaya pakai bisapadahal udab coba kali bisapas tanggal lahirnyaboleh deh dikit
An Fab,"cara masuk/buat akun nya susah perbaiki ya, agar lebih baik, semangat 🔥",1,2025-03-10 06:12:52,cara masukbuat akun nya susah perbaiki ya agar lebih baik semangat ,cara masukbuat akun nya susah perbaiki ya agar lebih baik semangat ,cara masukbuat akun ya susah perbaiki ya agar lebih baik semangat,"['cara', 'masukbuat', 'akun', 'ya', 'susah', 'perbaiki', 'ya', 'agar', 'lebih', 'baik', 'semangat']","['masukbuat', 'akun', 'ya', 'susah', 'perbaiki', 'ya', 'semangat']",masukbuat akun ya susah baik ya semangat
