at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-02-19 13:11:55,Zul irham Kamil,4,"Ini aplikasi bagus si, aku cari ide sektch anatomy gambar orang pasti ada. Tapi, kau kasi notifikasi jan ide anatomy cwe n4ked lah t@ik, klo iya ngasi ide kasi aja sekedar sketsa aja. Susah jaga iman jadinya 😭. Atau kasih batasan notifikasi yang muncul. Gak ada fitur ini, kecewa si",Ini aplikasi bagus si aku cari ide sektch anatomy gambar orang pasti ada Tapi kau kasi notifikasi jan ide anatomy cwe nked lah tik klo iya ngasi ide kasi aja sekedar sketsa aja Susah jaga iman jadinya  Atau kasih batasan notifikasi yang muncul Gak ada fitur ini kecewa si,ini aplikasi bagus si aku cari ide sektch anatomy gambar orang pasti ada tapi kau kasi notifikasi jan ide anatomy cwe nked lah tik klo iya ngasi ide kasi aja sekedar sketsa aja susah jaga iman jadinya  atau kasih batasan notifikasi yang muncul gak ada fitur ini kecewa si,ini aplikasi bagus sih aku cari ide sektch anatomy gambar orang pasti ada tapi kau kasih notifikasi jangan ide anatomy cewek nked lah tik kalau iya mengasih ide kasih saja sekedar sketsa saja susah jaga iman jadinya atau kasih batasan notifikasi yang muncul tidak ada fitur ini kecewa sih,"['ini', 'aplikasi', 'bagus', 'sih', 'aku', 'cari', 'ide', 'sektch', 'anatomy', 'gambar', 'orang', 'pasti', 'ada', 'tapi', 'kau', 'kasih', 'notifikasi', 'jangan', 'ide', 'anatomy', 'cewek', 'nked', 'lah', 'tik', 'kalau', 'iya', 'mengasih', 'ide', 'kasih', 'saja', 'sekedar', 'sketsa', 'saja', 'susah', 'jaga', 'iman', 'jadinya', 'atau', 'kasih', 'batasan', 'notifikasi', 'yang', 'muncul', 'tidak', 'ada', 'fitur', 'ini', 'kecewa', 'sih']","['aplikasi', 'bagus', 'sih', 'cari', 'ide', 'sektch', 'anatomy', 'gambar', 'orang', 'kau', 'kasih', 'notifikasi', 'ide', 'anatomy', 'cewek', 'nked', 'tik', 'iya', 'mengasih', 'ide', 'kasih', 'sekedar', 'sketsa', 'susah', 'jaga', 'iman', 'kasih', 'batasan', 'notifikasi', 'muncul', 'fitur', 'kecewa', 'sih']",aplikasi bagus sih cari ide sektch anatomy gambar orang kau kasih notifikasi ide anatomy cewek nked tik iya asih ide kasih dar sketsa susah jaga iman kasih batas notifikasi muncul fitur kecewa sih
2025-02-19 12:37:45,Make Make,5,"Ladang inspirasi yang bagus, tapi terkadang gambar yang ditampilkan tak sesuai dengan yang ada di pencarian",Ladang inspirasi yang bagus tapi terkadang gambar yang ditampilkan tak sesuai dengan yang ada di pencarian,ladang inspirasi yang bagus tapi terkadang gambar yang ditampilkan tak sesuai dengan yang ada di pencarian,ladang inspirasi yang bagus tapi terkadang gambar yang ditampilkan tak sesuai dengan yang ada di pencarian,"['ladang', 'inspirasi', 'yang', 'bagus', 'tapi', 'terkadang', 'gambar', 'yang', 'ditampilkan', 'tak', 'sesuai', 'dengan', 'yang', 'ada', 'di', 'pencarian']","['ladang', 'inspirasi', 'bagus', 'terkadang', 'gambar', 'ditampilkan', 'sesuai', 'pencarian']",ladang inspirasi bagus terkadang gambar tampil sesuai cari
2025-02-19 10:28:44,Basmalah Gralind,1,Sering nge lag padahal jaringan nya stabil tpi kok klo searching malah lemot,Sering nge lag padahal jaringan nya stabil tpi kok klo searching malah lemot,sering nge lag padahal jaringan nya stabil tpi kok klo searching malah lemot,sering nge lag padahal jaringan ya stabil tapi kok kalau searching malah lemot,"['sering', 'nge', 'lag', 'padahal', 'jaringan', 'ya', 'stabil', 'tapi', 'kok', 'kalau', 'searching', 'malah', 'lemot']","['nge', 'lag', 'jaringan', 'ya', 'stabil', 'searching', 'lemot']",nge lag jaring ya stabil searching lot
2025-02-19 10:16:53,Ema Yani,5,Sangat bagus tapii🗿,Sangat bagus tapii,sangat bagus tapii,sangat bagus tapi,"['sangat', 'bagus', 'tapi']",['bagus'],bagus
2025-02-19 09:37:50,Suhar Tono,5,karna cangggih,karna cangggih,karna cangggih,karena cangggih,"['karena', 'cangggih']",['cangggih'],cangggih
2025-02-19 09:28:27,Ahmad Hartang,5,I like,I like,i like,i like,"['i', 'like']","['i', 'like']",i like
2025-02-19 09:00:02,AMIN SYAFA'AT,5,Bagus sekali 👏👏🤗,Bagus sekali ,bagus sekali ,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus
2025-02-19 07:17:08,rara,1,"aku tidak bisa masuk ke dalam apk ini,padahl aku suda memasukan apa yang suda di surh",aku tidak bisa masuk ke dalam apk inipadahl aku suda memasukan apa yang suda di surh,aku tidak bisa masuk ke dalam apk inipadahl aku suda memasukan apa yang suda di surh,aku tidak bisa masuk ke dalam apk inipadahl aku sudah memasukan apa yang sudah di surh,"['aku', 'tidak', 'bisa', 'masuk', 'ke', 'dalam', 'apk', 'inipadahl', 'aku', 'sudah', 'memasukan', 'apa', 'yang', 'sudah', 'di', 'surh']","['masuk', 'apk', 'inipadahl', 'memasukan', 'surh']",masuk apk inipadahl pasu surh
2025-02-19 06:09:17,Alulakumala Alula,5,Aku suka pinerest,Aku suka pinerest,aku suka pinerest,aku suka pinerest,"['aku', 'suka', 'pinerest']","['suka', 'pinerest']",suka pinerest
2025-02-19 06:08:14,sitimarwah awah,5,bagus tetapi menurut saya masih kurang karena klo mau simpan vidio ga bisa harus ke chrome dulu,bagus tetapi menurut saya masih kurang karena klo mau simpan vidio ga bisa harus ke chrome dulu,bagus tetapi menurut saya masih kurang karena klo mau simpan vidio ga bisa harus ke chrome dulu,bagus tetapi menurut saya masih kurang karena kalau mau simpan vidio tidak bisa harus ke chrome dulu,"['bagus', 'tetapi', 'menurut', 'saya', 'masih', 'kurang', 'karena', 'kalau', 'mau', 'simpan', 'vidio', 'tidak', 'bisa', 'harus', 'ke', 'chrome', 'dulu']","['bagus', 'simpan', 'vidio', 'chrome']",bagus simpan vidio chrome
2025-02-19 05:54:46,Mila Mila,5,Aplikasinya bagus cuma dlu gabisa masukin umurnya tapi cukup bagus sih,Aplikasinya bagus cuma dlu gabisa masukin umurnya tapi cukup bagus sih,aplikasinya bagus cuma dlu gabisa masukin umurnya tapi cukup bagus sih,aplikasinya bagus cuma dulu memasuki umurnya tapi cukup bagus sih,"['aplikasinya', 'bagus', 'cuma', 'dulu', 'memasuki', 'umurnya', 'tapi', 'cukup', 'bagus', 'sih']","['aplikasinya', 'bagus', 'memasuki', 'umurnya', 'bagus', 'sih']",aplikasi bagus pasuk umur bagus sih
2025-02-19 04:47:50,Rido Mohamad,5,Semua bintang buat Pinterest,Semua bintang buat Pinterest,semua bintang buat pinterest,semua bintang buat pinterest,"['semua', 'bintang', 'buat', 'pinterest']","['bintang', 'pinterest']",bintang pinterest
2025-02-19 03:49:42,Raya Lushiyana,5,bagus untuk nyari refrensi,bagus untuk nyari refrensi,bagus untuk nyari refrensi,bagus untuk mencari refrensi,"['bagus', 'untuk', 'mencari', 'refrensi']","['bagus', 'mencari', 'refrensi']",bagus cari refrensi
2025-02-19 03:39:20,Semuel Lentho,5,"Diakses sudah bagus,yang diinginkan adalah apa hasil dari afiliasi dengan akun saya?",Diakses sudah bagusyang diinginkan adalah apa hasil dari afiliasi dengan akun saya,diakses sudah bagusyang diinginkan adalah apa hasil dari afiliasi dengan akun saya,diakses sudah bagusyang diinginkan adalah apa hasil dari afiliasi dengan akun saya,"['diakses', 'sudah', 'bagusyang', 'diinginkan', 'adalah', 'apa', 'hasil', 'dari', 'afiliasi', 'dengan', 'akun', 'saya']","['diakses', 'bagusyang', 'hasil', 'afiliasi', 'akun']",akses bagusyang hasil afiliasi akun
2025-02-19 03:30:31,Putri Agustina,5,Karna Pinterest itu bagus bagus dari pinterest aku suka sama foto baru sebanyak-banyaknya biar bisa menyimpan foto lebih banyak aku suka baget sama foto cutenya apalagi kaya yang baru bisa ngetik bisa apapun disitu kaya roblox kaya fri fayer sakura roblox minecraft baby bas foto lucu kaya pinterest aku suka kamu mau pinterest BAGET Sama FOTO DE PERFIL yang bagus aku suka sama pinterest aku mengangmbil mengambil melulu foto di pinterest aku suka banget sama pinterest semua orang juga suka sama ba,Karna Pinterest itu bagus bagus dari pinterest aku suka sama foto baru sebanyakbanyaknya biar bisa menyimpan foto lebih banyak aku suka baget sama foto cutenya apalagi kaya yang baru bisa ngetik bisa apapun disitu kaya roblox kaya fri fayer sakura roblox minecraft baby bas foto lucu kaya pinterest aku suka kamu mau pinterest BAGET Sama FOTO DE PERFIL yang bagus aku suka sama pinterest aku mengangmbil mengambil melulu foto di pinterest aku suka banget sama pinterest semua orang juga suka sama ba,karna pinterest itu bagus bagus dari pinterest aku suka sama foto baru sebanyakbanyaknya biar bisa menyimpan foto lebih banyak aku suka baget sama foto cutenya apalagi kaya yang baru bisa ngetik bisa apapun disitu kaya roblox kaya fri fayer sakura roblox minecraft baby bas foto lucu kaya pinterest aku suka kamu mau pinterest baget sama foto de perfil yang bagus aku suka sama pinterest aku mengangmbil mengambil melulu foto di pinterest aku suka banget sama pinterest semua orang juga suka sama ba,karena pinterest itu bagus bagus dari pinterest aku suka sama foto baru sebanyakbanyaknya biar bisa menyimpan foto lebih banyak aku suka banget sama foto cutenya apalagi kayak yang baru bisa mengetik bisa apapun disitu kayak roblox kayak fri fayer sakura roblox minecraft baby bas foto lucu kayak pinterest aku suka kamu mau pinterest banget sama foto deh perfil yang bagus aku suka sama pinterest aku mengangmbil mengambil melulu foto di pinterest aku suka banget sama pinterest semua orang juga suka sama ba,"['karena', 'pinterest', 'itu', 'bagus', 'bagus', 'dari', 'pinterest', 'aku', 'suka', 'sama', 'foto', 'baru', 'sebanyakbanyaknya', 'biar', 'bisa', 'menyimpan', 'foto', 'lebih', 'banyak', 'aku', 'suka', 'banget', 'sama', 'foto', 'cutenya', 'apalagi', 'kayak', 'yang', 'baru', 'bisa', 'mengetik', 'bisa', 'apapun', 'disitu', 'kayak', 'roblox', 'kayak', 'fri', 'fayer', 'sakura', 'roblox', 'minecraft', 'baby', 'bas', 'foto', 'lucu', 'kayak', 'pinterest', 'aku', 'suka', 'kamu', 'mau', 'pinterest', 'banget', 'sama', 'foto', 'deh', 'perfil', 'yang', 'bagus', 'aku', 'suka', 'sama', 'pinterest', 'aku', 'mengangmbil', 'mengambil', 'melulu', 'foto', 'di', 'pinterest', 'aku', 'suka', 'banget', 'sama', 'pinterest', 'semua', 'orang', 'juga', 'suka', 'sama', 'ba']","['pinterest', 'bagus', 'bagus', 'pinterest', 'suka', 'foto', 'sebanyakbanyaknya', 'biar', 'menyimpan', 'foto', 'suka', 'banget', 'foto', 'cutenya', 'kayak', 'mengetik', 'apapun', 'disitu', 'kayak', 'roblox', 'kayak', 'fri', 'fayer', 'sakura', 'roblox', 'minecraft', 'baby', 'bas', 'foto', 'lucu', 'kayak', 'pinterest', 'suka', 'pinterest', 'banget', 'foto', 'deh', 'perfil', 'bagus', 'suka', 'pinterest', 'mengangmbil', 'mengambil', 'melulu', 'foto', 'pinterest', 'suka', 'banget', 'pinterest', 'orang', 'suka', 'ba']",pinterest bagus bagus pinterest suka foto sebanyakbanyaknya biar simpan foto suka banget foto cutenya kayak etik apa situ kayak roblox kayak fri fayer sakura roblox minecraft baby bas foto lucu kayak pinterest suka pinterest banget foto deh perfil bagus suka pinterest mengangmbil ambil melulu foto pinterest suka banget pinterest orang suka ba
2025-02-19 02:47:18,midona sri angraini,5,Sangat membantu dan sangat lengkap,Sangat membantu dan sangat lengkap,sangat membantu dan sangat lengkap,sangat membantu dan sangat lengkap,"['sangat', 'membantu', 'dan', 'sangat', 'lengkap']","['membantu', 'lengkap']",bantu lengkap
2025-02-19 02:36:45,Syena Safira,5,Bagus dah males ngetik,Bagus dah males ngetik,bagus dah males ngetik,bagus sudah malas mengetik,"['bagus', 'sudah', 'malas', 'mengetik']","['bagus', 'malas', 'mengetik']",bagus malas etik
2025-02-19 02:17:57,Gy Q,5,keren bagus lucu aww lucu kaya aku,keren bagus lucu aww lucu kaya aku,keren bagus lucu aww lucu kaya aku,keren bagus lucu aww lucu kayak aku,"['keren', 'bagus', 'lucu', 'aww', 'lucu', 'kayak', 'aku']","['keren', 'bagus', 'lucu', 'aww', 'lucu', 'kayak']",keren bagus lucu aww lucu kayak
2025-02-19 01:25:53,ria safitri,1,Gak bisa login,Gak bisa login,gak bisa login,tidak bisa login,"['tidak', 'bisa', 'login']",['login'],login
2025-02-19 00:06:54,Tri Wahyuni,1,Pinterest Anj Gua gagal mulu bisa gak sih 1 kali coba aja bisa? Lah gua masukin tanggal lahir bener malah salah bodoh napa?!!!! 🙄,Pinterest Anj Gua gagal mulu bisa gak sih  kali coba aja bisa Lah gua masukin tanggal lahir bener malah salah bodoh napa ,pinterest anj gua gagal mulu bisa gak sih  kali coba aja bisa lah gua masukin tanggal lahir bener malah salah bodoh napa ,pinterest anjing gua gagal mulu bisa tidak sih kali coba saja bisa lah gua memasuki tanggal lahir benar malah salah bodoh kenapa,"['pinterest', 'anjing', 'gua', 'gagal', 'mulu', 'bisa', 'tidak', 'sih', 'kali', 'coba', 'saja', 'bisa', 'lah', 'gua', 'memasuki', 'tanggal', 'lahir', 'benar', 'malah', 'salah', 'bodoh', 'kenapa']","['pinterest', 'anjing', 'gua', 'gagal', 'mulu', 'sih', 'kali', 'coba', 'gua', 'memasuki', 'tanggal', 'lahir', 'salah', 'bodoh']",pinterest anjing gua gagal mulu sih kali coba gua pasuk tanggal lahir salah bodoh
2025-02-18 23:39:01,Moh Dakri,5,Is the best,Is the best,is the best,is the best,"['is', 'the', 'best']","['is', 'the', 'best']",is the best
2025-02-18 23:20:11,Juju Juwariya,5,aplikasi nya bagus dan sangat membantu,aplikasi nya bagus dan sangat membantu,aplikasi nya bagus dan sangat membantu,aplikasi ya bagus dan sangat membantu,"['aplikasi', 'ya', 'bagus', 'dan', 'sangat', 'membantu']","['aplikasi', 'ya', 'bagus', 'membantu']",aplikasi ya bagus bantu
2025-02-18 14:58:52,Babahckm Babah,5,"Bagus, jangan pikir gak mau download.",Bagus jangan pikir gak mau download,bagus jangan pikir gak mau download,bagus jangan pikir tidak mau download,"['bagus', 'jangan', 'pikir', 'tidak', 'mau', 'download']","['bagus', 'pikir', 'download']",bagus pikir download
2025-02-18 14:30:15,rosneti rosneti,5,Biasanya gw gbut ini nih,Biasanya gw gbut ini nih,biasanya gw gbut ini nih,biasanya gue gbut ini nih,"['biasanya', 'gue', 'gbut', 'ini', 'nih']","['gue', 'gbut', 'nih']",gue gbut nih
2025-02-18 13:03:34,Gty,5,Aplikasinya bagusss banget 😇 aku kasih 5 binatang hehe😇🙏,Aplikasinya bagusss banget  aku kasih  binatang hehe,aplikasinya bagusss banget  aku kasih  binatang hehe,aplikasinya bagus banget aku kasih binatang hehe,"['aplikasinya', 'bagus', 'banget', 'aku', 'kasih', 'binatang', 'hehe']","['aplikasinya', 'bagus', 'banget', 'kasih', 'binatang', 'hehe']",aplikasi bagus banget kasih binatang hehe
2025-02-18 12:42:43,Yeti Supriyatin,5,mantap👍😘😘,mantap,mantap,mantap,['mantap'],['mantap'],mantap
2025-02-18 11:54:29,Loleng Christofel,1,Ini kenapa aku gak bisa login y di benerin dong,Ini kenapa aku gak bisa login y di benerin dong,ini kenapa aku gak bisa login y di benerin dong,ini kenapa aku tidak bisa login ya di benerin dong,"['ini', 'kenapa', 'aku', 'tidak', 'bisa', 'login', 'ya', 'di', 'benerin', 'dong']","['login', 'ya', 'benerin']",login ya benerin
2025-02-18 10:54:13,Nurjayawanti Nur,1,Ga bsa masuk di bagian umur😭😭😭,Ga bsa masuk di bagian umur,ga bsa masuk di bagian umur,tidak bisa masuk di bagian umur,"['tidak', 'bisa', 'masuk', 'di', 'bagian', 'umur']","['masuk', 'umur']",masuk umur
2025-02-18 09:37:43,Doni 123,5,"WOWW BAGUS BANGETT BENER BENER MEMBANTU KALO LAGI CARI FOTO BIAS ATAU FOTO FOTO LAINYYAA GOKILL MATAP BETULL SANGAT MEMBANTU UNTUK ORANG KAYA AKU YANG SUKA NYARI NYARI FOTO FOTO BIAS DAN LAINNYA DANSANGATLAH BERMANFAAT UNTUK SAYAA,dan saya sangat suka sama aplikasi nya sangat lancar bagus dan menyenangkan setelah saya melihat foto foto di pinterest saya sangat suka sekali dengan foto yang bagus, kreatif, dan sangat aesthetic menurut saya orang yang suka dengan gambar gambar aesthetic sgt mbantuu",WOWW BAGUS BANGETT BENER BENER MEMBANTU KALO LAGI CARI FOTO BIAS ATAU FOTO FOTO LAINYYAA GOKILL MATAP BETULL SANGAT MEMBANTU UNTUK ORANG KAYA AKU YANG SUKA NYARI NYARI FOTO FOTO BIAS DAN LAINNYA DANSANGATLAH BERMANFAAT UNTUK SAYAAdan saya sangat suka sama aplikasi nya sangat lancar bagus dan menyenangkan setelah saya melihat foto foto di pinterest saya sangat suka sekali dengan foto yang bagus kreatif dan sangat aesthetic menurut saya orang yang suka dengan gambar gambar aesthetic sgt mbantuu,woww bagus bangett bener bener membantu kalo lagi cari foto bias atau foto foto lainyyaa gokill matap betull sangat membantu untuk orang kaya aku yang suka nyari nyari foto foto bias dan lainnya dansangatlah bermanfaat untuk sayaadan saya sangat suka sama aplikasi nya sangat lancar bagus dan menyenangkan setelah saya melihat foto foto di pinterest saya sangat suka sekali dengan foto yang bagus kreatif dan sangat aesthetic menurut saya orang yang suka dengan gambar gambar aesthetic sgt mbantuu,wow bagus banget benar benar membantu kalau lagi cari foto bias atau foto foto lainyyaa gila matap betull sangat membantu untuk orang kayak aku yang suka mencari mencari foto foto bias dan lainnya dansangatlah bermanfaat untuk sayaadan saya sangat suka sama aplikasi ya sangat lancar bagus dan menyenangkan setelah saya melihat foto foto di pinterest saya sangat suka sekali dengan foto yang bagus kreatif dan sangat aesthetic menurut saya orang yang suka dengan gambar gambar aesthetic sangat mbantuu,"['wow', 'bagus', 'banget', 'benar', 'benar', 'membantu', 'kalau', 'lagi', 'cari', 'foto', 'bias', 'atau', 'foto', 'foto', 'lainyyaa', 'gila', 'matap', 'betull', 'sangat', 'membantu', 'untuk', 'orang', 'kayak', 'aku', 'yang', 'suka', 'mencari', 'mencari', 'foto', 'foto', 'bias', 'dan', 'lainnya', 'dansangatlah', 'bermanfaat', 'untuk', 'sayaadan', 'saya', 'sangat', 'suka', 'sama', 'aplikasi', 'ya', 'sangat', 'lancar', 'bagus', 'dan', 'menyenangkan', 'setelah', 'saya', 'melihat', 'foto', 'foto', 'di', 'pinterest', 'saya', 'sangat', 'suka', 'sekali', 'dengan', 'foto', 'yang', 'bagus', 'kreatif', 'dan', 'sangat', 'aesthetic', 'menurut', 'saya', 'orang', 'yang', 'suka', 'dengan', 'gambar', 'gambar', 'aesthetic', 'sangat', 'mbantuu']","['wow', 'bagus', 'banget', 'membantu', 'cari', 'foto', 'bias', 'foto', 'foto', 'lainyyaa', 'gila', 'matap', 'betull', 'membantu', 'orang', 'kayak', 'suka', 'mencari', 'mencari', 'foto', 'foto', 'bias', 'dansangatlah', 'bermanfaat', 'sayaadan', 'suka', 'aplikasi', 'ya', 'lancar', 'bagus', 'menyenangkan', 'foto', 'foto', 'pinterest', 'suka', 'foto', 'bagus', 'kreatif', 'aesthetic', 'orang', 'suka', 'gambar', 'gambar', 'aesthetic', 'mbantuu']",wow bagus banget bantu cari foto bias foto foto lainyyaa gila matap betull bantu orang kayak suka cari cari foto foto bias dansangatlah manfaat sayaadan suka aplikasi ya lancar bagus senang foto foto pinterest suka foto bagus kreatif aesthetic orang suka gambar gambar aesthetic mbantuu
2025-02-18 09:28:55,Azzahra Jingga,1,Jelek masa akun aku di nonaktifkan tolong di per baiki pinterest nya masak kayak gitu orang mau cari gambar login akun di nonaktifkan,Jelek masa akun aku di nonaktifkan tolong di per baiki pinterest nya masak kayak gitu orang mau cari gambar login akun di nonaktifkan,jelek masa akun aku di nonaktifkan tolong di per baiki pinterest nya masak kayak gitu orang mau cari gambar login akun di nonaktifkan,jelek masa akun aku di nonaktifkan tolong di per baiki pinterest ya masak kayak begitu orang mau cari gambar login akun di nonaktifkan,"['jelek', 'masa', 'akun', 'aku', 'di', 'nonaktifkan', 'tolong', 'di', 'per', 'baiki', 'pinterest', 'ya', 'masak', 'kayak', 'begitu', 'orang', 'mau', 'cari', 'gambar', 'login', 'akun', 'di', 'nonaktifkan']","['jelek', 'akun', 'nonaktifkan', 'tolong', 'baiki', 'pinterest', 'ya', 'masak', 'kayak', 'orang', 'cari', 'gambar', 'login', 'akun', 'nonaktifkan']",jelek akun nonaktif tolong baik pinterest ya masak kayak orang cari gambar login akun nonaktif
2025-02-18 09:11:36,Bang Ray,5,kualitas bagus,kualitas bagus,kualitas bagus,kualitas bagus,"['kualitas', 'bagus']","['kualitas', 'bagus']",kualitas bagus
2025-02-18 09:05:01,Rayyan Putra Mahendra,1,"Gak bisa login, toloooooooooonngggggg",Gak bisa login toloooooooooonngggggg,gak bisa login toloooooooooonngggggg,tidak bisa login toloooooooooonngggggg,"['tidak', 'bisa', 'login', 'toloooooooooonngggggg']","['login', 'toloooooooooonngggggg']",login toloooooooooonngggggg
