at,userName,score,content,cleaning,case_folding,normalisasi,stemming_data,sentiment
2025-03-06 10:51:54,Sujadi liliwahyuningsih,5,"Fiturnya bagus,gw jadi gampang cari foto cuma ya itu kalau lagi gk ada kouta Pinterest susah dipake😭",Fiturnya bagusgw jadi gampang cari foto cuma ya itu kalau lagi gk ada kouta Pinterest susah dipake,fiturnya bagusgw jadi gampang cari foto cuma ya itu kalau lagi gk ada kouta pinterest susah dipake,fiturnya bagusgw jadi gampang cari foto cuma ya itu kalau lagi tidak ada kouta pinterest susah dipakai,fiturnya bagusgw gampang cari foto ya kouta pinterest susah pakai,Positif
2025-03-06 10:47:54,Nada Martoni,1,"Kak knp ya ko ga bisa login sih? Padahal udh pake fb login nya tapi ada tulisan ""tidak terkait dengan fb"" Ini login gimana sih coba perbaiki kalo login jangan susah",Kak knp ya ko ga bisa login sih Padahal udh pake fb login nya tapi ada tulisan tidak terkait dengan fb Ini login gimana sih coba perbaiki kalo login jangan susah,kak knp ya ko ga bisa login sih padahal udh pake fb login nya tapi ada tulisan tidak terkait dengan fb ini login gimana sih coba perbaiki kalo login jangan susah,kak kenapa ya kok tidak bisa login sih padahal sudah pakai fb login ya tapi ada tulisan tidak terkait dengan fb ini login bagaimana sih coba perbaiki kalau login jangan susah,kak ya login sih pakai fb login ya tulis kait fb login sih coba baik login susah,Negatif
2025-03-06 10:14:03,Cut Amirah05,1,Ga bisa log in. Udh coba yg paling tua ehh.. Ga bisa. Gw mendingan cari di google sih.,Ga bisa log in Udh coba yg paling tua ehh Ga bisa Gw mendingan cari di google sih,ga bisa log in udh coba yg paling tua ehh ga bisa gw mendingan cari di google sih,tidak bisa log ini sudah coba yang paling tua eh tidak bisa gue mendingan cari di google sih,log coba tua eh gue mending cari google sih,Negatif
2025-03-06 10:11:42,Ananto Wijoyo,5,Kreasi illuatrasinya luarbiasa,Kreasi illuatrasinya luarbiasa,kreasi illuatrasinya luarbiasa,kreasi illuatrasinya luarbiasa,kreasi illuatrasinya luarbiasa,Positif
2025-03-06 09:55:50,Hero,5,saya sukaa,saya sukaa,saya sukaa,saya suka,suka,Positif
2025-03-06 09:42:09,pracandhana daranindra,5,bisa mencari ide,bisa mencari ide,bisa mencari ide,bisa mencari ide,cari ide,Positif
2025-03-06 09:29:26,Pepew 26.,1,jelek bgt😡aku gak bisa masuk pake umur ku dan berapa pun ugh 😡😡👊👊capek tau lebih suka pinterest dlu dari pada sekarang yang dlu gak sampe 20 mb. ini malah lebih udah gitu gak bisa masuk pula😡😡😡😡🤬😡🤬😡🤬,jelek bgtaku gak bisa masuk pake umur ku dan berapa pun ugh capek tau lebih suka pinterest dlu dari pada sekarang yang dlu gak sampe  mb ini malah lebih udah gitu gak bisa masuk pula,jelek bgtaku gak bisa masuk pake umur ku dan berapa pun ugh capek tau lebih suka pinterest dlu dari pada sekarang yang dlu gak sampe  mb ini malah lebih udah gitu gak bisa masuk pula,jelek bgtaku tidak bisa masuk pakai umur ku dan berapa pun ugh capek tau lebih suka pinterest dulu dari pada sekarang yang dulu tidak sampai mbak ini malah lebih sudah begitu tidak bisa masuk pula,jelek bgtaku masuk pakai umur ku ugh capek tau suka pinterest mbak masuk,Negatif
2025-03-06 08:56:24,nam fitri16,4,likr,likr,likr,likr,likr,Positif
2025-03-06 08:20:14,Nagita syafarah,5,Seru aja sih,Seru aja sih,seru aja sih,seru saja sih,seru sih,Positif
2025-03-06 08:08:44,Ibnu Rusyd,5,Seru banget MVP,Seru banget MVP,seru banget mvp,seru banget mvp,seru banget mvp,Positif
2025-03-06 07:52:24,Khulaifah Kamalia,4,"mengapa saat saya baru post sesuatu itu satu detik kemudian sudah banyak yang like dan kebanyakan isi komentarnya tidak sesuai dengan apa yang saya post dan komen itu sudah berbulan-bulan yang lalu padahal saya baru satu menit yang lalu postnya, tolong dibantu ada apa dengan pinteresnya, dan bukan hanya saya yang mengalami itu",mengapa saat saya baru post sesuatu itu satu detik kemudian sudah banyak yang like dan kebanyakan isi komentarnya tidak sesuai dengan apa yang saya post dan komen itu sudah berbulanbulan yang lalu padahal saya baru satu menit yang lalu postnya tolong dibantu ada apa dengan pinteresnya dan bukan hanya saya yang mengalami itu,mengapa saat saya baru post sesuatu itu satu detik kemudian sudah banyak yang like dan kebanyakan isi komentarnya tidak sesuai dengan apa yang saya post dan komen itu sudah berbulanbulan yang lalu padahal saya baru satu menit yang lalu postnya tolong dibantu ada apa dengan pinteresnya dan bukan hanya saya yang mengalami itu,mengapa saat saya baru post sesuatu itu satu detik kemudian sudah banyak yang like dan kebanyakan isi komentarnya tidak sesuai dengan apa yang saya post dan komen itu sudah berbulanbulan yang lalu padahal saya baru satu menit yang lalu postnya tolong dibantu ada apa dengan pinteresnya dan bukan hanya saya yang mengalami itu,post detik like banyak isi komentar sesuai post komen berbulanbulan menit postnya tolong bantu pinteresnya alami,Positif
2025-03-06 05:15:12,Aprilia Chika,5,Aplikasinya bagus bisa ambil foto idola👍,Aplikasinya bagus bisa ambil foto idola,aplikasinya bagus bisa ambil foto idola,aplikasinya bagus bisa ambil foto idola,aplikasi bagus ambil foto idola,Positif
2025-03-06 04:52:12,Eni En,5,bagus untuk cari fto fto bias yg gak bisa kita dapat kan dan dari sini kita bisa mendapatkan fto yg kita ingin,bagus untuk cari fto fto bias yg gak bisa kita dapat kan dan dari sini kita bisa mendapatkan fto yg kita ingin,bagus untuk cari fto fto bias yg gak bisa kita dapat kan dan dari sini kita bisa mendapatkan fto yg kita ingin,bagus untuk cari foto foto bias yang tidak bisa kita dapat kan dan dari sini kita bisa mendapatkan foto yang kita ingin,bagus cari foto foto bias foto,Positif
2025-03-06 04:42:11,Safiraa Zahratunnisaa,5,Ehh kasih toutur cara daftar di applikasi ini 2025 kok aku gak bisaa yaa🙏🏻,Ehh kasih toutur cara daftar di applikasi ini  kok aku gak bisaa yaa,ehh kasih toutur cara daftar di applikasi ini  kok aku gak bisaa yaa,eh kasih toutur cara daftar di aplikasi ini kok aku tidak bisa ya,eh kasih toutur daftar aplikasi ya,Positif
2025-03-06 04:16:49,Piat'z GZ',5,Very good to meet all needs especially for editors like me. Thank you developer,Very good to meet all needs especially for editors like me Thank you developer,very good to meet all needs especially for editors like me thank you developer,very good tapi meet all needs especially for editors like me thank you developer,very good meet all needs especially for editors like me thank you developer,Positif
2025-03-05 23:43:02,Lince Agapa,5,Aplikasi yang sangat bagus,Aplikasi yang sangat bagus,aplikasi yang sangat bagus,aplikasi yang sangat bagus,aplikasi bagus,Positif
2025-03-05 21:44:58,Sarbini Mahmud,1,Pas aku daftar gk bisa aku udh pake semu tahun untuk daftar tetap gk bisa jadi aku kasih bintang 1,Pas aku daftar gk bisa aku udh pake semu tahun untuk daftar tetap gk bisa jadi aku kasih bintang ,pas aku daftar gk bisa aku udh pake semu tahun untuk daftar tetap gk bisa jadi aku kasih bintang ,pas aku daftar tidak bisa aku sudah pakai semu tahun untuk daftar tetap tidak bisa jadi aku kasih bintang,pas daftar pakai semu daftar kasih bintang,Negatif
2025-03-05 21:25:53,Hujan Girimis,4,Bgus sih,Bgus sih,bgus sih,bagus sih,bagus sih,Positif
2025-03-05 18:14:52,Usman Sunusi,5,Mudah mendapatkan apa yg d inginkan,Mudah mendapatkan apa yg d inginkan,mudah mendapatkan apa yg d inginkan,mudah mendapatkan apa yang di inginkan,mudah,Positif
2025-03-05 17:22:24,Azkha Gaming,5,B aja,B aja,b aja,b saja,b,Positif
2025-03-05 16:31:51,Idham Pane,5,Bagus aplikasi,Bagus aplikasi,bagus aplikasi,bagus aplikasi,bagus aplikasi,Positif
2025-03-05 15:23:51,T BF,5,Mantab....,Mantab,mantab,mantab,mantab,Positif
2025-03-05 15:22:53,Fatan Dukalang,4,Lumayan 🤗,Lumayan ,lumayan ,lumayan,lumayan,Positif
2025-03-05 14:51:01,rahmi fauzani,5,Aplikasi yang sangat membantu,Aplikasi yang sangat membantu,aplikasi yang sangat membantu,aplikasi yang sangat membantu,aplikasi bantu,Positif
2025-03-05 14:44:11,Bonaparsa Naitei,5,Banyak idenya trims,Banyak idenya trims,banyak idenya trims,banyak idenya,ide,Positif
2025-03-05 13:51:22,Nisa Nadhira,4,bagus emang aplikasi nya tapi kalo aku cari foto atau gimana pasti yang keluar beda sama yang di cari aku nyari foto makanan kadang pas di pertengahan keluar nya foto jkt48,bagus emang aplikasi nya tapi kalo aku cari foto atau gimana pasti yang keluar beda sama yang di cari aku nyari foto makanan kadang pas di pertengahan keluar nya foto jkt,bagus emang aplikasi nya tapi kalo aku cari foto atau gimana pasti yang keluar beda sama yang di cari aku nyari foto makanan kadang pas di pertengahan keluar nya foto jkt,bagus memang aplikasi ya tapi kalau aku cari foto atau bagaimana pasti yang keluar beda sama yang di cari aku mencari foto makanan kadang pas di pertengahan keluar ya foto jakarta,bagus aplikasi ya cari foto beda cari cari foto makan kadang pas tengah ya foto jakarta,Positif
2025-03-05 13:20:48,Giz Ca,1,akun saya tidak bisa di aktifkan!!,akun saya tidak bisa di aktifkan,akun saya tidak bisa di aktifkan,akun saya tidak bisa di aktifkan,akun aktif,Negatif
2025-03-05 13:00:06,Firzi Romadhoni,5,"Apk bagus,jadi ga perlu repot-repot searching google buat ganti wallpaper doang, tinggal searching di pinterest udh keluar wallpaper yang mau kita download.",Apk bagusjadi ga perlu repotrepot searching google buat ganti wallpaper doang tinggal searching di pinterest udh keluar wallpaper yang mau kita download,apk bagusjadi ga perlu repotrepot searching google buat ganti wallpaper doang tinggal searching di pinterest udh keluar wallpaper yang mau kita download,apk bagusjadi tidak perlu repotrepot searching google buat ganti wallpaper doang tinggal searching di pinterest sudah keluar wallpaper yang mau kita download,apk bagusjadi repotrepot searching google ganti wallpaper doang tinggal searching pinterest wallpaper download,Positif
2025-03-05 10:36:47,Jafitz Muwaffaq Althaf,5,Relaxing,Relaxing,relaxing,relaxing,relaxing,Positif
2025-03-05 09:47:14,Gabriela Anindita,5,I love pinterest is soo cool and nice i love it,I love pinterest is soo cool and nice i love it,i love pinterest is soo cool and nice i love it,i love pinterest is soo cool and nice i love itu,i love pinterest is soo cool and nice i love,Positif
2025-03-05 08:32:41,Khairunnisa,5,Aku bingung cara liat dimana klo ada yg bales komenan aku,Aku bingung cara liat dimana klo ada yg bales komenan aku,aku bingung cara liat dimana klo ada yg bales komenan aku,aku bingung cara lihat dimana kalau ada yang balas komentar aku,bingung lihat mana balas komentar,Positif
2025-03-05 08:05:34,Najwa Alfyh,4,bagus cuma kurang fitur menyimpan vidio👍👍,bagus cuma kurang fitur menyimpan vidio,bagus cuma kurang fitur menyimpan vidio,bagus cuma kurang fitur menyimpan vidio,bagus fitur simpan vidio,Positif
2025-03-05 07:58:29,Asry Vivo,5,"Berguna bgtt buat saya yg suka bikin pov,au, dll.",Berguna bgtt buat saya yg suka bikin povau dll,berguna bgtt buat saya yg suka bikin povau dll,berguna banget buat saya yang suka bikin povau dll,guna banget suka bikin povau dll,Positif
2025-03-05 07:40:01,Nada,5,bagus banyak gambar lucu lucu gemoyy,bagus banyak gambar lucu lucu gemoyy,bagus banyak gambar lucu lucu gemoyy,bagus banyak gambar lucu lucu gemoyy,bagus gambar lucu lucu gemoyy,Positif
2025-03-05 06:44:41,Novia Panjaitan,5,Ini apk bagus bangets sih no komen pokoknya bagus no bug no apapun itu pokoknya ini apk yang paling bagus no bayar lagi,Ini apk bagus bangets sih no komen pokoknya bagus no bug no apapun itu pokoknya ini apk yang paling bagus no bayar lagi,ini apk bagus bangets sih no komen pokoknya bagus no bug no apapun itu pokoknya ini apk yang paling bagus no bayar lagi,ini apk bagus banget sih no komen pokoknya bagus no bug no apapun itu pokoknya ini apk yang paling bagus no bayar lagi,apk bagus banget sih no komen pokok bagus no bug no apa pokok apk bagus no bayar,Positif
2025-03-05 06:05:17,kyujou,5,Bagus sekali saya akhirnya bisa menemukan inspo dari aplikasi ini,Bagus sekali saya akhirnya bisa menemukan inspo dari aplikasi ini,bagus sekali saya akhirnya bisa menemukan inspo dari aplikasi ini,bagus sekali saya akhirnya bisa menemukan inspo dari aplikasi ini,bagus temu inspo aplikasi,Positif
2025-03-05 06:02:30,Edy Santoso,4,"Bagus ,, cuma login nya ngeselin !!",Bagus  cuma login nya ngeselin ,bagus  cuma login nya ngeselin ,bagus cuma login ya mengesalkan,bagus login ya kesal,Positif
2025-03-05 05:36:25,Sri,4,"plss inii apk,bagus sih cmn fiturr nyimpen vdio nyaa gk bsaa",plss inii apkbagus sih cmn fiturr nyimpen vdio nyaa gk bsaa,plss inii apkbagus sih cmn fiturr nyimpen vdio nyaa gk bsaa,plss ini apkbagus sih cuman fiturr menyimpan vdio nya tidak bsaa,plss apkbagus sih cuman fiturr simpan vdio nya bsaa,Positif
2025-03-05 05:35:52,Набила bozovic Bozovic,5,— s᥆ ᥴᥙ𝗍ᥱ୨ৎ, s , s ,si,si,Positif
2025-03-05 05:22:35,Era Siagian,1,Karana aplikazi nyza error,Karana aplikazi nyza error,karana aplikazi nyza error,karana aplikazi nyza error,karana aplikazi nyza error,Negatif
2025-03-05 04:41:40,Ayank Galang,4,lumayan lah apk nya gambar nya jg aga bgus,lumayan lah apk nya gambar nya jg aga bgus,lumayan lah apk nya gambar nya jg aga bgus,lumayan lah apk ya gambar ya juga aga bagus,lumayan apk ya gambar ya aga bagus,Positif
2025-03-05 04:36:01,Aby gael,1,Gak bagus masa udh penuh syarat gak bisa masuk padahal tanggal lahir saya sudah pas dan itu real no fake memang pinterest gak mau ada bocil berarti kau adalah org yang pilih² org ada org contoh mau terkenal gak mau rugi!!,Gak bagus masa udh penuh syarat gak bisa masuk padahal tanggal lahir saya sudah pas dan itu real no fake memang pinterest gak mau ada bocil berarti kau adalah org yang pilih org ada org contoh mau terkenal gak mau rugi,gak bagus masa udh penuh syarat gak bisa masuk padahal tanggal lahir saya sudah pas dan itu real no fake memang pinterest gak mau ada bocil berarti kau adalah org yang pilih org ada org contoh mau terkenal gak mau rugi,tidak bagus masa sudah penuh syarat tidak bisa masuk padahal tanggal lahir saya sudah pas dan itu real no fake memang pinterest tidak mau ada bocil berarti kau adalah orang yang pilih orang ada orang contoh mau terkenal tidak mau rugi,bagus penuh syarat masuk tanggal lahir pas real no fake pinterest bocil kau orang pilih orang orang contoh kenal rugi,Negatif
2025-03-05 04:30:57,Adinda Tri,5,Aku suka ambil foto atau wallpaper,Aku suka ambil foto atau wallpaper,aku suka ambil foto atau wallpaper,aku suka ambil foto atau wallpaper,suka ambil foto wallpaper,Positif
2025-03-05 03:46:55,Okalina Syakira,4,"Dulu aku sempet download ini lalu malah sering ngebug keluar² sendiri itu yang bikin aku nggak nyaman,apalagi pas lagi cari apa gitu kek,malah keluar sendiri pas masuk lagi malah keluar lagi TOLONG banget ya diperbaiki pinterest",Dulu aku sempet download ini lalu malah sering ngebug keluar sendiri itu yang bikin aku nggak nyamanapalagi pas lagi cari apa gitu kekmalah keluar sendiri pas masuk lagi malah keluar lagi TOLONG banget ya diperbaiki pinterest,dulu aku sempet download ini lalu malah sering ngebug keluar sendiri itu yang bikin aku nggak nyamanapalagi pas lagi cari apa gitu kekmalah keluar sendiri pas masuk lagi malah keluar lagi tolong banget ya diperbaiki pinterest,dulu aku sempat download ini lalu malah sering ngebug keluar sendiri itu yang bikin aku tidak nyamanapalagi pas lagi cari apa begitu kekmalah keluar sendiri pas masuk lagi malah keluar lagi tolong banget ya diperbaiki pinterest,download ngebug bikin nyamanapalagi pas cari kekmalah pas masuk tolong banget ya baik pinterest,Positif
2025-03-05 03:30:46,Putri Santriani,3,"bagus.. semua gambar di sediakan, bahkan yang di luar pikiran. tapi.. tolong, mohon untuk lebih bisa memilih dan memblokir gambar gambar yang berunsur pornografi, karna terlihat semakin kesini keamanan nya kurang. saya mohon tolong tingkatkan sistem keamanan nya terkait gambar gambar pornogragi agar apk ini tidak tercoret jelek. terimakasih",bagus semua gambar di sediakan bahkan yang di luar pikiran tapi tolong mohon untuk lebih bisa memilih dan memblokir gambar gambar yang berunsur pornografi karna terlihat semakin kesini keamanan nya kurang saya mohon tolong tingkatkan sistem keamanan nya terkait gambar gambar pornogragi agar apk ini tidak tercoret jelek terimakasih,bagus semua gambar di sediakan bahkan yang di luar pikiran tapi tolong mohon untuk lebih bisa memilih dan memblokir gambar gambar yang berunsur pornografi karna terlihat semakin kesini keamanan nya kurang saya mohon tolong tingkatkan sistem keamanan nya terkait gambar gambar pornogragi agar apk ini tidak tercoret jelek terimakasih,bagus semua gambar di sediakan bahkan yang di luar pikiran tapi tolong mohon untuk lebih bisa memilih dan memblokir gambar gambar yang berunsur pornografi karena terlihat semakin kesini keamanan ya kurang saya mohon tolong tingkatkan sistem keamanan ya terkait gambar gambar pornogragi agar apk ini tidak tercoret jelek terimakasih,bagus gambar sedia pikir tolong mohon pilih blokir gambar gambar unsur pornografi kesini aman ya mohon tolong tingkat sistem aman ya kait gambar gambar pornogragi apk coret jelek terimakasih,Negatif
